,工作标题,薪资,城市,地区,年限,学历,职限,职位详情,具体地点,公司名字,公司情况,职位标签,公司标签
25,资深ui设计师(X4SL),15k-25k,厦门,思明区,3-5年,本科,全职,"职位描述： 
1. 负责从设计策略到设计执⾏全流程⼯作，把控视觉⻛格，传递符合产品定位的设计理念； 
2. 配合产品经理进⾏产品设计、进⾏可⽤性测试、完善⽤⼾体验，对产品迭代中的新想法、需求和其它⾮UED主导环节给出建设性的意⻅和建议； 
3. 关注⾏为及转化数据与⽤⼾反馈，为最终的⽤⼾体验质量负责，有系统化的设计思维⽅式，了解 
⽤研与数据分析的⼀些基础⽅法，辅助设计决策。 
4. 具有⾃⼰独特的表现⻛格，且在确定⻛格基础上，根据项⽬需求进⾏深度创意性发挥，并独⽴处理和解决所负责的设计需求，具备优秀的执⾏能⼒将需求转化为作品。 

职位要求： 
1. 全⽇制本科或以上学历，设计、美术相关专业；3年以上⼯作经验； 
2. 深⼊了解iOS/Android/web端的UI设计规范及趋势，掌握IoT及移动端UI界⾯的设计流程；精通UI 设计⼯具包含但不仅限于Adobe产品系、Sketch、principle； 

3. 互联⽹产品达⼈，完美主义者，像素眼；对⼈性、对⽬标⽤⼾显性和隐性的需求及喜好具备深⼊洞察和独到⽅法论； 
4. 具备良好⾃驱⼒、合作态度及抗压能⼒，并富有⼯作激情与责任感； 
5. 有社交、内容类产品经验优先； 
6. 不喜欢电商类⼯作内容者优先； 
7. 热爱⽣活、内⼼敏感优先； 
8. 有完美、洁癖的那个星座优先。",厦门-集美区-软件园三期B21栋202,字节跳动,"内容资讯,短视频 / D轮及以上 / 2000人以上","['扁平管理', '弹性工作', '就近租房补贴', '六险一金']","“下午茶,六险一金,股票期权,团队氛围好”"
26,海外二级市场投资助理,8k-10k,厦门,思明区,1年以下,本科,全职,"职责描述： 
1、根据投资经理的策略进行分析、研究和操作。 
2、收集、分析纽约及纳斯达克股票市场的即时报价数据，发现市场变化信息，及时向投资经理汇报； 
3、内部沟通：同协作部门、外部合作机构协助沟通； 
4、其他日常工作：资金管理、交易记录存档、资金划拨等； 
任职要求： 
1、对股票感兴趣； 
2、本科以上学历；软件、金融经济类、数学统计类或其他理工科类专业优先； 
3、具有很强的专注力、数据分析能力、随机应变能力和自主学习能力； 
4、有良好的自律性和心理素质，善于自我加压与激励，有责任心。 
5、能够适应北美工作的夜班时差。按美国东部时间作息（夏令时：21：30--4：00；冬令时：22:30--5:00） 
福利： 
1、提供量身定制的免费培训，培训期间即含美金实盘操作； 
2、弹性工作制，宽松的工作氛围，舒适的办公环境。 
3、双休，且享受美国法定节假日（圣诞、元旦、感恩节等），不定期员工活动。",厦门-湖里区-湖里区安岭二路57号211室,睿云联,"人工智能,工具,物联网 / 不需要融资 / 150-500人","['智能硬件', '物联网', '销售经理', '大客户代表', '商务专员']",“前景好，成长快，氛围好”
27,资深海外seo专家,35k-40k,厦门,开元,5-10年,本科,全职,"职位描述： 
1、负责公司网站海外SEO优化，包括Google和Bing的优化。 
2、负责建设SEO团队和内容运营团队。 
3、负责网站整体优化分析和策略制定。 
4、职责包括站内优化、外链建设、关键词优化、行业及竞品数据分析等。 

任职要求： 
1、有独立站SEO经验，有自己的SEO方法论和可执行方案。 
2、精通网站推广，熟悉 SEO 搜索引擎优化原理，精通 Google、Bing等排名机制。 
3、有良好的数据分析能力，会运用网站分析工具分析网站流量，关键词排名和外链因素。 
4、有良好的英语读写能力，有团队管理经验优先。",厦门-湖里区-飞鱼大厦B栋5楼,袋鼠云,"数据服务｜咨询,人工智能服务 / C轮 / 500-2000人","['数据服务｜咨询', '教育｜培训', 'Spark']",“团队年轻有活力，发展前景好”
28,商务拓展bd,8k-15k,厦门,集美区,不限,不限,全职,"工作内容 
1. 负责商圈区域内商户的洽谈工作，达成合作关系； 
2. 负责与商圈区域内商户建立并维护健康稳定的合作关系； 
3. 通过洽谈和日常维护商户，结合用户分析和挖掘用户需求，设计符合商户的门店活动运营方案，促进商户交易额的提升； 
4. 结合市场现状，通过数据分析制定对应的策略方向，不断提升与合作商户的合作价值，实现商户与平台的共赢。 

工作要求： 
1、看好团购、本地生活版块，有一定销售经验； 
2、有团购、外卖、本地游等行业销售经验者最佳，优秀者无经验可培养； 
3、了解餐饮娱乐行业，善于挖掘客户需求，提出相应解决方案； 
4、具备较强的市场分析、营销、策划、推广能力，谈判能力，沟通协调能力，问题分析解决能力，懂办公软件的运用； 
5、有美团，大众，口碑，等餐饮O2O从业经验优先 

可微信小程序搜索“小海牛同城”查看相关案例 

[薪资待遇] 
1、无行业经验/应届生：4-5K底薪+提成+补贴，底薪后期可根据业绩情况升级，薪资不上限；有行业经验：6-8K底薪+提成+补贴； 
2、六险一金 、 团建 、下午茶 、全勤、 工龄奖、 带薪年假等福利； 
3、带薪培训（行业知识+销售技能+销售话术，全程各板块技能培养和提升，帮扶陪访，培养专业岗前合格的销售精英） 
4、早9-12，晚1.30-6.00 法定假日正常休息",厦门-集美区-杏林湾营运中心3号楼702室,厦门青柠檬信息科技有限公司,教育 / 不需要融资 / 15-50人,"['内容社区', '工具类产品', 'TO C', '内容运营']",“可留任、专业培训、公司高速发展期”
29,投资助理,8k-10k,厦门,思明区,1年以下,本科,全职,"职责描述： 
1、根据投资经理的策略进行分析、研究和操作。 
2、收集、分析纽约及纳斯达克股票市场的即时报价数据，发现市场变化信息，及时向投资经理汇报； 
3、内部沟通：同协作部门、外部合作机构协助沟通； 
4、其他日常工作：资金管理、交易记录存档、资金划拨等； 
任职要求： 
1、对股票感兴趣； 
2、本科以上学历；软件、金融经济类、数学统计类或其他理工科类专业优先； 
3、具有很强的专注力、数据分析能力、随机应变能力和自主学习能力； 
4、有良好的自律性和心理素质，善于自我加压与激励，有责任心。 
5、能够适应北美工作的夜班时差。按美国东部时间作息（夏令时：21：30--4：00；冬令时：22:30--5:00） 
福利： 
1、提供量身定制的免费培训，培训期间即含美金实盘操作； 
2、弹性工作制，宽松的工作氛围，舒适的办公环境。 
3、双休，且享受美国法定节假日（圣诞、元旦、感恩节等），不定期员工活动。",厦门-湖里区-湖里区安岭二路57号211室,深度赋智,"软件服务｜咨询,人工智能服务 / 天使轮 / 50-150人","['人工智能服务', '自然语言处理', '数据挖掘', '深度学习', 'Python']",“大牛云集、高速发展、弹性工作”
30,知名互联网技术总监/cto,35k-65k,厦门,思明区,5-10年,本科,全职,"岗位职责：1.制定技术部门的战略发展和业务计划，协调各部门的工作，建设和发展优秀团队。2.全面管理产品研发和项目迭代工作,负责产品技术层面的整体运营,制定研发战略和计划,并负责全面实施。3.参与重大技术项目的决策，指导、审核项目总体技术方案，对各项目进行质量评估。4.全面管理公司研发和技术支持工作，负责技术层面的整体运营，包括技术研发、项目实施、销售支持及技术管理。5.培养公司信息化团队，监督及指导团队工作，打造一支高绩效的技术团队。6.保证公司网络和技术型产品的安全性，制定技术部门保密计划。岗位要求1.***本科以上学历，计算机科学技术、软件工程相关专业；有从事ERP、SaaS等开发经验者优先。2.5年以上信息化行业工作经验，3年以上CTO或技术总监工作经验；3.有丰富的互联网项目集成、开发、管理经验；负责过大项目，有深厚的软件技术或系统集成功底；4.具备敏锐准确的洞察力和缜密的逻辑思维，能够把握行业业务发展动向和关键技术发展趋势。5.技术较全面，精通系统的架构设计、系统分析、软件实现、性能优化、系统安全等。熟悉更项主流操作系统，熟练掌握海量数据分析的相关模型。6.良好的语言表达及沟通能力，拓展力及协调组织能力，具有良好的职业素养 ",,畅拓科技,"电商平台,消费生活 / 不需要融资 / 50-150人","['电商平台', 'Spark', 'Flink']",“五险一金，扁平化管理”
31,cto,40k-80k,厦门,思明区,5-10年,本科,全职,"岗位职责： 
1.制定技术部门的战略发展和业务计划，协调各部门的工作，建设和发展优秀团队。 
2.全面管理产品研发和项目迭代工作,负责产品技术层面的整体运营,制定研发战略和计划,并负责全面实施。 
3.参与重大技术项目的决策，指导、审核项目总体技术方案，对各项目进行质量评估。 
4.全面管理公司研发和技术支持工作，负责技术层面的整体运营，包括技术研发、项目实施、销售支持及技术管理。 
5.培养公司信息化团队，监督及指导团队工作，打造一支高绩效的技术团队。 
6.保证公司网络和技术型产品的安全性，制定技术部门保密计划。 

岗位要求 
1.***本科以上学历，计算机科学技术、软件工程相关专业；有从事ERP、SaaS等开发经验者优先。 
2.5年以上信息化行业工作经验，3年以上CTO或技术总监工作经验； 
3.有丰富的互联网项目集成、开发、管理经验；负责过大项目，有深厚的软件技术或系统集成功底； 
4.具备敏锐准确的洞察力和缜密的逻辑思维，能够把握行业业务发展动向和关键技术发展趋势。 
5.技术较全面，精通系统的架构设计、系统分析、软件实现、性能优化、系统安全等。熟悉更项主流操作系统，熟练掌握海量数据分析的相关模型。 
6.良好的语言表达及沟通能力，拓展力及协调组织能力，具有良好的职业素养。",,深度赋智,"软件服务｜咨询,人工智能服务 / 天使轮 / 50-150人","['人工智能服务', '软件服务｜咨询']",“大牛云集、高速发展、弹性工作”
32,ui设计师,8k-13k,厦门,思明区,不限,本科,全职,"工作中需要完成的2D 参考此链接：https://hightopo.com/demos/index.html 
岗位职责： 
1.能独立完成可视化的Ul视觉设计工作 
2.关注产品设计功能需求变化，并及时配合调整 
3.熟悉Photoshop、llustrator、 Sketch、 XD等设计软件，经验不限(看 作品说话) 
3.具有较好的数据分析能力对数据敏感，熟悉各类图表，有大数据可视化UI设计相关经验优先 
4.美术或艺术设计相关专业优先，有手绘能力更佳 

提供哪些福利？ 
1.不错的薪水 
2.不定期的项目奖金 
3.生日津贴，提供水果，点心，各种零食饮料不限量、团建活动等 
4.每周的篮球 羽毛球 游泳等健身活动 
",厦门-集美区-软件园三期C03-2001厦门图扑软件科技有限公司,极致游戏,游戏 / 上市公司 / 150-500人,['游戏'],“六险一金、固定13薪、年终奖、土豪年假等”
33,市场响应经理,12k-24k,厦门,思明区,5-10年,本科,全职,"岗位职责： 
1、基于公司业、场景需求和用户体验，挖掘能打造高附加值、易消费、IP强结合、供应链短的拳头产品的供应商资源； 
2、制定产品寻源保障：聚焦垂类场景和特色IP赛道，寻找开放友好的供应链体系，构建成熟的供应链； 
3、做好供应链生产保障：做好产品的生产全流程保障，实现高品质生产，保障利润率； 
4、根据重点收入和能力项目做好重点保障。 

任职要求： 
1、至少5年以IP或者供应链合作经验，有零售行业、工厂资源优先； 
2、具备产品管理经验，尤其是采购、成本控制、供应链管理、生产周期监控、商品管理等； 
3、熟悉研发、生产、供应、物流、仓储等环节； 
4、具有良好的成本意识与有工厂供应链管理经验优先 
5、熟悉供应商评估、考核、熟悉（与产品有关）物料行情； 
6、具有很强的数据分析能力、统筹规划能力，有较强的组织、计划、控制、协调能力以及优秀的沟 
通谈判能力。",厦门-思明区-软件园二期望海路8号,云印技术,电商平台 / B轮 / 150-500人,['全链路SaaS平台'],“员工职级晋升、产品研发人数占比70%、自研产品”
34,游戏制作人,15k-30k,厦门,湖里区,3-5年,本科,全职,"岗位职责： 
1、根据公司战略，明确游戏方向，确定游戏基本内容及核心玩法，并制定游戏框架； 
2、组织项目组内部各模块共同推动项目进程，与公司其他部门进行协调工作； 
3、根据市场变化、产品反响及时分析产品运营状态，根据用户情况持续改善产品； 
4、把控项目整体进度及品质，对项目最终结果负责。 

任职要求： 
1、3年以上制作人相关经验，2款以上成功上线项目经验； 
2、熟悉玩家心理，有一定的市场，数据分析能力，对游戏用户需求有深入见解； 
3、熟悉游戏研发流程，能够评估创意与实现之间的相关技术代价； 
4、对各类游戏有丰富经验和深度体验，对该题材的游戏有良好思考与见解； 
5、具备优秀的逻辑思维和表达能力，能清晰阐明设计思路和定位；不拘泥套路，能够自我创新者更佳； 
6、优秀的自我驱动力、沟通能力、能够承担压力，有良好的合作意识。",厦门-思明区-软件园二期望海路8号,稿定科技,"营销服务｜咨询,软件服务｜咨询 / 不需要融资 / 150-500人","['工具类产品', '软件服务｜咨询', 'TO C', 'TO B', '用户运营']",“好玩有趣”
35,数据特征工程师/数据开发工程师,20k-40k,厦门,思明区,5-10年,本科,全职,"任职资格： 
1、熟悉SQL的编写 
2、精通Spark streaming并有大型项目经验，熟悉Spark架构及内部实现，至少了解Spark shuffle机制，内存管理，任务调度, 有二次开发经验尤佳 
3、熟悉 Scala, Python语言及parquet文件存储格式 
4、熟悉流处理中常用算法和数据结构 
5、5-10年以上相关工作经验，对接外企公司需要具备英文读写能力的人选 
6、良好的沟通能力和学习能力，能独立解决问题 
7、有R, Julia语言或者Flink 项目经验尤佳 
加分项： 
 ● 有时间序列，图形数据库经验优先 
岗位要求 ： 
1、负责实时指标的加工及算法实现 
2、主动从各种数据集中发现有价值的指标并加以实现 
3、根据业务需求能够快速设计和实现合理的短期、中期、长期解决方案： 
4、 负责数据结构及算法的设计和实现 
5、用户画像：如同一家庭用户的识别，去重 
6、地理位置数据相关指标的实时采集、分析、加工 
7、H3 Geo Hex Cluster metrics 
8、其他数据分析挖掘模型算法的设计实施 
9、流计算框架 
10、开发基于Spark, Kafka ,HDInsight的大数据项目系统 
11、研究Flink, Dataflow, Materialize等. 
12、协助 Data scientist实现ML模型 
13、编写相关文档等。",,极致游戏,游戏 / 上市公司 / 150-500人,"['游戏', '北美市场', '欧洲市场', '中国市场', '游戏']",“年终分红”
36,高级/资深产品经理（b2b）,15k-25k,厦门,后溪,5-10年,本科,全职,"岗位重心：打造鞋类全产业互联网b2b平台工作内容：
1、根据公司的商业模式及战略目标，规划、设计并推动相关产品线的开发及落地；2、负责进行市场调研、用户研究，梳理业务需求，洞察供应链运营管理业务的诉求和痛点，完成产品市场需求，竞品分析及产品原型等文档；3、负责相关岗位的沟通，推动产品开发进度，把控产品质量；4、负责产品数据分析，持续优化迭代，提升用户体验；5、负责产品项目周期，保障产品如期上线或更新。",厦门-思明区-海峡明珠广场4003-1,飞刃网络,"人工智能服务,软件服务｜咨询,IT技术服务｜咨询 / A轮 / 50-150人","['软件服务｜咨询', 'C++']",“福利齐全”
37,新媒体运营（抖音、快手、小红书）,4k-8k,厦门,思明区,不限,不限,全职,"【上班时间】9:00-12:00，14:00-18:20 7.5小时/天 
【岗位职责】 
1、负责账号的日常运营，包括但不限于内容挖掘、素材搜集； 
2、负责产品功能及品牌项目在抖音平台的推广； 
3、研究平台视频玩法，对短视频进行包装投放； 
4、视频流量数据数据采集与分析； 
5、完成上级交办的其他事宜。 
【任职要求】 
1、20-27周岁，新媒体、电子商务等相关专业优先； 
2、了解相关平台的广告规则，善用视频广告推广； 
3、具有较强洞察力，善于捕捉当下热门事件； 
4、较强的数据分析能力及抗压能力。 
【公司福利】 
1、社会保障：入职即缴纳五险、满足厦门政策可办理落户； 
2、假期福利：婚假、产假、陪产假、法定节假日、入职周年员工享有带薪年假7天； 
3、餐费补助：10元/顿标准餐，公司补贴300元/人/月到食堂，员工享受5元/顿用餐； 
4、团建福利：公司发放50元/月下午茶福利，享受600元/年旅游福利，享受年终国际旅游福利； 
5、文化活动：年度旅游、公益活动、户外拓展、中秋博饼、尾牙宴、周年庆、趣味运动会； 
6、晋升调薪：每年有两次晋升和多次调薪机会； 
【培训与发展】 
1、学习培训：“海尼商学院”内部培训，每年有公派学习的机会。 
2、晋升发展：试用助理---转正专员---储备店长---资深店长",厦门-集美区-国闽商厦海尼总部5楼,美图公司,"工具类产品,智能硬件 / 上市公司 / 2000人以上","['工具类产品', 'TO C']","“奖金丰厚,福利待遇好,发展空间大”"
38,后端开发工程师,5k-8k,厦门,侨英,在校/应届,本科,全职,"1.有良好的语言基础 （c/c++/python/gonlang精通其中一门语言） 
2.有小型项目开发经验 
3.协助核心开发人员完成后端开发工作 
4.协助核心开发人员完成数据分析工作 
5.热爱学习，对前沿技术感兴趣",厦门-思明区-宜兰路9号康利金融大厦1201-1,宝姿,"电商平台,消费生活 / 不需要融资 / 2000人以上",['商业｜交易产品'],“管理扁平 五险一金 带薪年假”
39,美容体验师,5k-8k,厦门,侨英,不限,大专,全职,"【工作时间】8:40-12:00，14:00-18:00 7.5小时/天 
【岗位职责】 
1、对接客服部门，梳理客户产品体验数据，根据用户的痛点和需求，通过数据分析，寻找用户体验提升的机会点，协同各方资源快速解决问题，提升用户体验； 
2、协助新品开发进行产品体验的测试及数据跟踪，提升新品开发的品质及客户体验度； 
3、从用户利益出发，快速发现用户体验问题，善于整合当下的客户声音渠道，形成用户体验报告。 
【任职要求】 
1、20-30周岁，大专及以上学历，专业不限； 
2、对电商用户体验和服务感兴趣，有护肤行业经验者优先考虑； 
3、具备良好的数据分析能力，能熟练运用Excel等办公软件； 
4、具备良好的问题总结、提炼能力，逻辑梳理能力； 
5、具备良好的沟通表达能力和较强的服务意识，抗压能力强，执行能力强。 
【公司福利】 
1、社会保障：入职即缴纳五险、满足厦门政策可办理落户； 
2、住宿补助：本科生以上，满足厦门政策可享受5折租房； 
3、餐费补助：10元/顿标准餐，公司补贴300元/人/月到食堂，员工享受5元/顿用餐； 
4、假期福利：婚假、产假、陪产假、法定节假日、入职周年员工享有带薪年假7天； 
5、团建福利：公司发放50元/月下午茶福利，享受600元/年旅游福利，享受年终国际旅游福利； 
6、文化活动：年度旅游、公益活动、户外拓展、中秋博饼、尾牙宴、周年庆、趣味运动会； 
7、晋升调薪：每年有两次晋升和多次调薪机会；",厦门-集美区-国闽商厦海尼总部5楼,宝姿,"电商平台,消费生活 / 不需要融资 / 2000人以上","['活动运营', '用户运营', '内容运营', '社群运营']",“管理扁平 五险一金 带薪年假”
40,产品经理,10k-15k,厦门,后溪,1-3年,本科,全职,"职责描述： 
1. 负责门店管理系统/供应链/云财务/erp等核心产品的设计和策划，提出产品概念、原型设计、撰写产品文档等； 
2. 与业务、研发、测试部门紧密配合，把控产品研发项目节点，推动产品实施和落地； 
3.密切关注用户产品使用情况，并进行效果数据分析和策略优化，确保产品其竞争力； 
4. 针对市场需求以及行业趋势，统筹规划产品的方向。 

任职要求： 
1. 本科以上学历，2年以上成功互联网产品策划经验（功能设计和可用性设计）； 
2. 有产品 owner 意识，有主见，数据驱动，结果导向； 
3. 热爱移动互联网，对to B软件感兴趣，具备良好的沟通能力和团队合作意识； 
4. 对市场需求和产品功能有敏锐的分析能力，以及扎实的产品规划落地能力。",厦门-思明区-中航紫金广场A塔36层,飞刃网络,"人工智能服务,软件服务｜咨询,IT技术服务｜咨询 / A轮 / 50-150人","['软件服务｜咨询', '移动端/APP设计']",“有发展前景”
41,磁力金牛投放师,6k-12k,厦门,禾山,1-3年,大专,全职,"岗位职责： 
1.负责快手短视频日常数据运营； 
2.负责快手（金牛磁力金牛）广告投放，不断优化投放数据； 
3.收集分析数据，及时调整运营思路； 
4.负责各信息流平台账户搭建，数据优化，效果分析； 
任职要求： 
1.大专及以上学历，有抖音或快手广告投放或千川或者AD鲁班等投放经验的优先录取； 
2.精通excel，善于整理、分析各项相关数据，通过数据分析挖掘用户需求； 
3.有较强的计划与执行能力，思维清晰，对产品、运营数据敏感，善于发现问题并解决问题； 
4.责任心强，细心，具有良好的人际关系及协调能力，能够主动承受工作压力，具备良好的职业操守； 
5.一年以上电商类信息流广告投放经验优先加分。 
福利待遇： 
1、六险一金：按国家规定为每个员工缴纳五险，缴纳公积金，额外缴交商业保险。 
2、各种假期：周末双休、带薪年休假、国家法定节假日、婚假、丧假、产假、陪产假、哺乳假等。 
3、员工活动：中秋博饼，年终尾牙，部门团建，公司月度party等。 
4、健身活动：提供健身房每月次卡。 
5、贴心礼金：提供结婚礼金、生育礼金等。 
6、点心时刻：提供丰富多样的下午茶及各类加班点心。 
7、档案和户口：提供毕业生档案接收及毕业生落户。 
8、调薪机制：一年两次调薪机会。 
9、更多惊喜福利，等你发掘。 
薪资结构： 
底薪6K—10K+绩效奖金~（优秀者薪资可有涨幅）",厦门-思明区-思明区吕岭路创想中心B座2601,速帝资产,金融业 / 不需要融资 / 50-150人,['金融业'],“发展前景好”
42,信息流广告优化师,9k-12k,厦门,湖里区,3-5年,本科,全职,"【岗位职责】 

（1）精通信息流广告的投放模式，能熟练操作帐户后台。 

（2）分析公司行业特点，根据产品推广需求，制定阶段性的投放方案。 

（3）日常账户运营分析，并根据广告数据的表现，对广告进行优化，为广告效果负责。 

【岗位要求】 

（1）熟悉信息流广告投放风向，具有扎实的运营功底。 

（2）对数据变化敏捷度高，有较强的数据分析和挖掘能力。 

（3）熟练掌握抖音信息流投放规则，拥有1年以上投放或信息流优化工作经验； 

（4）熟悉快手、小红书等信息流平台。",厦门-思明区-观音山商务营运中心5,爱尔卓科技,"工具类产品,软件服务｜咨询,物联网 / 未融资 / 50-150人","['游戏', '北美市场', '拉美市场']",“团队沟通佳、领导NICE”
43,广告优化师,11k-22k,厦门,集美区,1-3年,大专,全职,"岗位职责：1、负责公司游戏产品的广告投放工作，包括但不限于抖音，广点通等效果广告平台，为ROI负责；2、制定不同媒体的信息流广告投放策略，搭建账户，数据分析，效果优化；3、对信息流广告有独到见解，协助美术部门对素材创意优化点提出针对性意见；4、对投放数据进行周期性总结分析并汇报，对成本有效控制，合理管控投放预算；职位要求
1、**大专及以上学历，2年以上互联网广告投放经验，有任一渠道优化成功案例者优先；2、负责过至少3款及以上游戏产品，投放广告费超千万以上优先；",厦门-思明区-观音山汇金国际中心7A层,小海牛,"新零售,生活服务,休闲｜娱乐 / 未融资 / 50-150人","['生活服务', '消费生活']",“六险一金 带薪年假等福利齐备”
44,营销策划（创意文案）,20k-30k,厦门,禾山,5-10年,本科,全职,"岗位职责：1、根据公司经营战略，独立完成有高度传播性的整体策划方案、文案撰写及执行细案；2、对品牌曝光和转化目标负责，根据目标制定有效的线上线下曝光方案、内容营销方案、渠道推广方案、留存活动方案等；3、负责品牌自媒体矩阵运营，包括公司官网、公众号、百度品专、APP分享等自媒体平台；4、通过自媒体矩阵运营，通过活动策划创建及维护品牌私域流量；5、利用互联网平台进行宣传、推广、营销，通过策划品牌相关的内容和线上活动，达到相应营销目的；6、对互联网有深刻的理解，基于用户画像、行为偏好、市场环境、数据分析等多种因素进行营销规划。任职要求：
",厦门-思明区-观音山汇金国际中心7A层,速帝资产,金融业 / 不需要融资 / 50-150人,['金融业'],“发展前景好”
45,资讯运营负责人,30k-60k,厦门,思明区,5-10年,本科,全职,"岗位职责：1、负责资讯项目运营和生产（包括栏目策划、编辑、更新、内容调性等）、质量、管理、策略等；2、负责管理日常资讯运营工作，制定全年运营规划方案3、协调产品、运营等部门，分析用户需求、用户特征、内容供需结构等，挖掘内容增长点，提出解决方案，推动落地。4、监控实时热点内容，及时跟进发酵热门事件和话题，挖掘平台原生热点，快速推进发酵，促使事件形成全网影响；5、洞察行业动态，配合前端反馈的运营数据，根据需求情况不断迭代栏目内容、运营思路和节奏任职要求： 
1、本科及以上学历，新闻、中文、传媒等相关专业；",厦门-思明区-厦门市思明区前埔路国金广场B栋,某知名互联网公司,,['电商平台'],“高薪”
46,量化研究/开发实习生,2k-4k,厦门,思明区,在校/应届,本科,实习,职责描述1. 协助进行数据统计、因子挖掘、研报复现、策略回测等工作。2. 进行数据采集、清洗、入库、维护等工作。3. 协助开发、维护、测试量化交易平台，对接和测试各类交易API接口。任职要求：1. 对量化投资领域有浓厚的兴趣，能够独立阅读并复现简单的研报和论文。2. 具备较好的编程基础，熟悉Python等编程语言，熟悉数据分析相关工具。3. 实习时间3个月及以上，保证一周4天及以上实习时间者优先。,厦门-湖里区-安岭路99号三幅财富中心406A,某互联网公司,,"['IT技术服务｜咨询', 'JAVA', 'C++', 'PHP']",“发展前景好”
47,风控审计,8k-10k,厦门,集美区,1-3年,本科,全职,"岗位职责 
1、通过数据分析等方法协助处理商务投入合规性和执行合规性问题，协助经理处理日常风险问题，包括提供数据支持，撰写分析报告，对外沟通或汇报等； 
2、能够识别业务流程中的风险和漏洞，通过项目发起、运作和执行来深入分析商务费用投入合理性及合规性； 
3、确保适当的内部控制以确认流程无实质性过失以及符合最小内部控制的合规性； 
4、完成VIC/VLC/KPI/CAPEX的计算，编制实体、区域以及大区的SCFD报表，和KPI/ CAPEX报告；支持供应链PPM的预算和预测 
5、优化和规范流程来提高流程的效率；成本月结与SKU 标准成本发布。 

任职要求 
1、*****本科及以上学历，会计专业，资质者优先； 
2、具有良好的财务知识，财务计划和分析经验或成本会计经验； 
3、有一年以上会计经验，1-3年快消品行业经验者优先 ；具有团队合作能力和高度的责任感，能承受较强的工作压力； 
4、熟悉Excel、Powerpoint、SAP等办公软件，有一定的数据分析能力更佳，比如熟悉SQL Server / MY SQL / Oracle等BI分析工具； 
5、具备良好的沟通能力和沟通技巧，认真细心。 

福利待遇： 
关于平台：世界500强，全球五大消费品公司之一，企业历史悠久 
关于待遇：有竞争力的薪资待遇、六险一金（最高12%）、年13薪、年终奖金、福利酒、节日福利、带薪年假、年度体检、免费班车 
领导Nice、团队年轻有young、畅通的职业发展路径和专业的职业培训",厦门-思明区-软件园二期望海路33号楼一楼,图扑软件,"企业服务,软件开发 / 不需要融资 / 50-150人","['软件服务｜咨询', '物联网', 'Photoshop', 'Illustrator（AI）', 'After Effects（AE）']",“五险一金，年度体检、弹性工作制、节日礼金”
48,外贸专员,4k-8k,厦门,思明区,不限,本科,全职,"一、岗位职责 1、熟悉Amazon平台销售策略，规则和流程。负责店铺异常情况、突发情况处理；及时收集并向上级汇报亚马逊新规定和新政策。 2、负责亚马逊店铺管理，商品的编辑描述、分类、上架、销售、活动报名等店铺日常运营工作,定期优化工作流程； 3、通过市场调查与分析，协助制定合理有竞争力的销售价格； 4、维护和优化listing页面，跟踪产品销售状况，及时补货，对产品购物车及热卖单进行维护； 5、负责目标销售市场调查分析,制定销售策略，熟悉店铺产品数据分析，并制定计划，达成销售业绩； 6、学会选品，销售报表与新品数据分析的整理，对新品的销售进行跟踪； 7、学习站内站外手段推广产品（如：Facebook,Twitter等） ",厦门-集美区-诚毅大街339号软件园3期A区03栋2002单元,咪咕,"音频｜视频媒体,短视频,影视｜动漫 / 不需要融资 / 2000人以上",['电商平台'],“平台好”
49,招聘专员,5k-8k,厦门,思明区,1-3年,大专,全职,"岗位职责： 
1、根据公司各岗位招聘需求，执行招聘计划，高效完成招聘任务； 
2、负责简历筛查与初试、复试、候选人背景调查等相关工作； 
3、维护现有招聘渠道，并不断挖掘开拓新的渠道； 
 4、负责招聘数据分析与各类报表更新； 
5、录用人员试用期面谈、试用跟踪管理、招聘效果评估； 
 6、完成领导交办的招聘组其它工作。 
 任职资格： 
 1、具备2年以上招聘经验； 
 2、具备一定面试技巧； 
3、熟悉招聘流程，掌握各主要招聘渠道资源，具备丰富的招聘经验及面试技巧； 
4、有较强的沟通能力和良好的职业道德和职业操守及良好的团队合作意识，能独立开展工作，抗压能力、执行能力强。 

福利待遇： 
1.六险一金 
2.办公区有音乐、小零食供应，轻松愉悦的办公环境 
3.生日/节日礼品，礼金/慰问金，员工年度体检 
4.活动福利：下午茶点心、团建聚餐、户外拓展、中秋搏饼、年终尾牙、各类节日活动、员工旅游等 
5.法定节假日，完善的婚假、丧假、产假、陪产假、病假、带薪年假等假期 
6.调薪：每年多次调薪机会，按公司制度发放员工年终奖",厦门-集美区-软件园三期百通科技园2号楼603,咪咕,"音频｜视频媒体,短视频,影视｜动漫 / 不需要融资 / 2000人以上","['影视｜动漫', '系统策划', '产品规划', '产品规划', '游戏框架制定']",“平台好”
