,工作标题,工作链接,工作地点,薪资,年限,学历,公司名,公司链接,公司行业,融资情况,人数,标签,福利
186,Python高级开发工程师,/job_detail/f1567c03cc0f2ae21XV53N--F1tV.html,广州·黄埔区·科学城,15-26K,5-10年,本科,杰创智能,/gongsi/cc4e01a75f95ae430HV73tS9EQ~~.html,数据服务,已上市,500-999人,"['网络爬虫技术', '分布式技术', '数据结构', '多线程', 'Scrapy', 'Django', 'Flask']",五险一金，餐补，加班补助，补充医疗保险，定期体检，年终奖，带薪年假，零食下午茶，员工旅游，节日福利，股票期权，免费班车
187,python高级讲师,/job_detail/35bb7a100d1245e20HB52ty6F1U~.html,广州·天河区·东圃,30-50K,5-10年,本科,传智教育,/gongsi/2bc0106521bb6f5533Jz3w~~.html,在线教育,已上市,1000-9999人,"['Python', 'Linux', 'Tornado', 'Flask', '架构师']",通讯补贴，年终奖，交通补助，节日福利，定期体检，带薪年假，零食下午茶，餐补，补充医疗保险，员工旅游
188,系统构架师,/job_detail/b1623454273049261nZ_3tS_GFZX.html,广州·海珠区·新港西路沿线,13-18K·13薪,5-10年,本科,广州市欢腾网络科...,/gongsi/e7b351bb091fe7581XZ629i-Fg~~.html,电子商务,不需要融资,0-20人,"['小程序', 'Android', 'iOS', '系统架构', '需求分析', '需求调研', '项目经理', '产品经理']",员工旅游，五险一金，定期体检
189,互联网金融运营管理岗,/job_detail/695bd02347a077ba1nJ-09S9EFtV.html,广州·天河区·珠江新城,5-10K,1年以内,本科,广发期货有限公司,/gongsi/3eae2aa628454f4e1nZ80t-1E1I~.html,证券/期货,未融资,100-499人,"['会员体系搭建经验', 'BI', 'C端用户', '用户增长', '活动策划', '社交类产品', '媒体类产品', '平台类产品']",节日福利，年终奖，带薪年假，员工旅游，通讯补贴，定期体检，全勤奖，五险一金，补充医疗保险，住房补贴，餐补
190,Java开发工程师,/job_detail/fcc44fd0e7e98db51n183dm7FFBS.html,广州·海珠区·琶洲,10-15K·13薪,1-3年,大专,超级课程表,/gongsi/caa1d9ba400fe4871XZ42N61.html,移动互联网,B轮,20-99人,"['分布式技术', '数据结构', '架构师', '爬虫', '数据采集', '多进程']",交通补助，五险一金，年终奖，节日福利，员工旅游，零食下午茶，定期体检，带薪年假，全勤奖
191,爬虫工程师,/job_detail/df458d756ba126dd1HJ73dy7FVA~.html,广州·天河区·冼村,12-24K,5-10年,本科,静瞳海外投资,/gongsi/ead988e94bf828081XJ43NS5GA~~.html,其他专业服务,未融资,20-99人,"['数据库', '数据分析']",
192,高级爬虫工程师,/job_detail/bcefe77d2f114bfe1XV70t6-FFBZ.html,广州·番禺区·大学城,16-30K·14薪,3-5年,本科,探迹,/gongsi/8dda792e8b6182601HR72dq5.html,互联网,B轮,1000-9999人,"['Python', '网络爬虫技术', '分布式技术', '数据结构', 'NoSQL', 'MySQL']",员工旅游，餐补，定期体检，年终奖，加班补助，定期团建，带薪年假，全勤奖，五险一金，补充医疗保险，股票期权，零食下午茶，节日福利，通讯补贴
193,爬虫工程师,/job_detail/6dfb7b3b37bb07c51XZ73N25GVtR.html,广州·越秀区·东风东,8-10K,1-3年,本科,众成大数据,/gongsi/57bbf79ef647fa591nN93Ni5FVo~.html,互联网,A轮,100-499人,"['网络爬虫技术', '分布式技术', 'Redis', 'MongoDB', 'MySQL', 'Scrapy', 'Windows']",带薪年假，员工旅游，加班补助，股票期权，餐补，五险一金，年终奖，零食下午茶，节日福利
194,高级爬虫工程师,/job_detail/421ef424392826841XVz0tm8EFFZ.html,广州·天河区·小新塘,20-26K·13薪,5-10年,本科,数源智汇,/gongsi/ec9315b998a5b1661n1y0tq8EFA~.html,计算机软件,A轮,100-499人,"['Java', 'Python']",五险一金，节日福利，商业保险，带薪年假，员工旅游，年终奖，股票期权
195,高级爬虫工程师（双休+高薪）,/job_detail/af4cb4b5551be2391XVy0t69FFpY.html,广州·天河区·燕岭,15-25K,1-3年,本科,万晟,/gongsi/31911c880fc141a91nZ60tm1EVE~.html,咨询,未融资,20-99人,"['爬虫工程师', '爬虫开发经验', '反爬策略和实践经验', 'Python', 'Scrapy']",员工旅游，节日福利，五险，餐补，定期体检，零食下午茶，全勤奖，年终奖，带薪年假，通讯补贴，住房补贴，交通补助
196,大数据开发工程师,/job_detail/1d21432483e9e5821n1_3Nq5GFBV.html,广州·海珠区·新港东,11-18K·13薪,1-3年,大专,珠江智联,/gongsi/231b1dc80ef0bd6903B-3t66.html,计算机软件,不需要融资,100-499人,"['Python', 'Java', 'Hadoop', 'Hbase', 'Kafka', 'Zookeeper', '爬虫', '爬取']",节日福利，住房补贴，年终奖，五险一金，餐补，定期体检，补充医疗保险，加班补助，带薪年假
197,Java开发实习生,/job_detail/4d7e5202f546375d1n1y09y8F1pT.html,广州·海珠区·琶洲,100-150元/天,5天/周5个月,大专,万企互联,/gongsi/c1c1c3ab62c9144d1nB73tm5FA~~.html,计算机软件,未融资,0-20人,"['Python', '后端开发', 'MySQL', '全栈开发', '服务器端开发', '软件工程师', 'SpringMVC', '搜索引擎技术']",
198,Python开发工程师,/job_detail/1b369b374b35b4a21XVz0920GVNR.html,广州·天河区·龙口,12-20K,3-5年,大专,蓝高信息,/gongsi/4d4c29633d9bfaf11n1z3tq4FVc~.html,互联网,,0-20人,"['SQL', '网络爬虫技术', '数据结构', 'Scrapy', 'Django', 'MySQL']",
199,Python开发工程师,/job_detail/3825f125da9e5fed1XZ40tm4EVJX.html,广州·黄埔区·科学城,10-15K,1-3年,本科,博士科技,/gongsi/5a60ce403a81d8b11XVy3tq1.html,互联网,未融资,500-999人,"['网络爬虫技术', '分布式技术', 'Scrapy', 'Django', 'Flask']",餐补，节日福利，年终奖，员工旅游，零食下午茶，加班补助，带薪年假，五险一金，通讯补贴，定期体检
200,Python量化开发,/job_detail/9926204934cfaf9f1nNz2928ElpY.html,广州·黄埔区·科学城,13-25K·13薪,3-5年,大专,好推网络,/gongsi/700a5ca25c0ac1380nB60tq1.html,游戏,天使轮,20-99人,"['网络爬虫技术', 'Linux', 'Django', 'Flask', 'Framework']",带薪年假，定期体检，年终奖，全勤奖，五险一金，包吃，员工旅游，节日福利，零食下午茶
201,风控产品经理,/job_detail/87ca5dab3f5466881XV639u_GVFW.html,广州·海珠区·琶洲,25-50K·13薪,3-5年,本科,唯品会,/gongsi/b72f700dda59df7b33B90tU~.html,互联网,已上市,10000人以上,['风控产品'],补充医疗保险，带薪年假，五险一金，零食下午茶，年终奖，免费班车，员工旅游，节日福利，定期体检，通讯补贴，股票期权，全勤奖，交通补助，住房补贴，包吃
202,威胁情报研究员,/job_detail/2d6ef13c5e24aa5f1XRz0966E1FS.html,广州·天河区·小新塘,10-15K·13薪,经验不限,大专,锦行科技,/gongsi/f46bcc346d8bf9b51nJ42dy0Ew~~.html,信息安全,B轮,100-499人,"['信息安全', '漏洞挖掘', '病毒分析']",加班补助，员工旅游，股票期权，节日福利，五险一金，全勤奖，餐补，零食下午茶，带薪年假，定期体检，年终奖
203,应用后端工程师,/job_detail/9eb8e863f5d6799b1nV709u-EVNY.html,广州·天河区·车陂,10-15K,1-3年,本科,池骋网络,/gongsi/afe965c9e3bee0c81nJy2d26EQ~~.html,游戏,未融资,20-99人,"['Go', 'Python', 'Shell', 'HTML', 'CSS']",五险一金，零食下午茶，定期体检
204,中级Java开发工程师,/job_detail/3d1a1f020414ab2c0nR_29i8E1E~.html,广州·海珠区·赤岗,15-18K·13薪,1-3年,本科,故新智能,/gongsi/9526f843366e7d1c03J929u_EA~~.html,计算机软件,天使轮,20-99人,"['Java', '后端开发', '数据库']",零食下午茶，股票期权，定期体检，年终奖，全勤奖，五险一金，加班补助
205,Python开发工程师,/job_detail/8073da18b394851f1XVy3N-6E1JV.html,广州·黄埔区·中心城,15-30K·15薪,经验不限,硕士,多益网络,/gongsi/0aed2b8296e46d411HB509U~.html,互联网,不需要融资,1000-9999人,"['C/C++', '搜索/推荐', 'TensorFlow/PyTorch', '机器学习算法/工程化经验', '计算机相关专业', '语音/图像识别', '业务导向', '云计算', 'Python']",全勤奖，年终奖，五险一金
206,后端开发工程师,/job_detail/184ddda0b425b42e1nV42Ni5ElJW.html,广州·天河区·棠下,10-15K,3-5年,大专,广州泛游网络,/gongsi/0cc7106d2d85ea3d1nZy2dW8GFs~.html,移动互联网,未融资,20-99人,"['Java', 'PHP']",
207,python研发工程师,/job_detail/55956668707b253d1XV-3dS_F1tQ.html,广州·黄埔区·科学城,15-20K,3-5年,本科,绿盟科技,/gongsi/56fcc3e5c3f3939d1Xd929q4.html,信息安全,已上市,1000-9999人,"['网络爬虫技术', 'Scrapy', 'Redis']",节日福利，餐补，年假递增，五险一金，通讯补贴，定期体检，带薪年假，股票期权，年终奖，加班补助，员工旅游，补充医疗保险
208,Java开发工程师,/job_detail/0c5b24abe15024dc1nN50tm0GFFS.html,广州·海珠区·客村,10-15K,1-3年,本科,艾颂音乐,/gongsi/d6cb42bb7ad7b50303B-39u-GA~~.html,音乐/视频/阅读,A轮,0-20人,"['Python', 'Shell', 'PHP', '多线程', 'MVC开发', '数据结构', 'Spring', '全栈开发']",节日福利，零食下午茶，带薪年假，餐补
209,数据挖掘工程师,/job_detail/0df58dbd8ecddb9b1nx_2t6_F1FT.html,广州·海珠区·赤岗,20-40K,3-5年,本科,药师帮,/gongsi/2e99ed3130664dce0nJ82dS_.html,互联网,D轮及以上,1000-9999人,"['Python', '深度学习算法', '机器学习算法', '推荐算法', 'Spark', 'Hadoop']",股票期权，员工旅游，五险一金，加班补助，节日福利
210,高级python开发工程师,/job_detail/c8988adffbe6fa0e1XV90t-7GVdU.html,广州·天河区·小新塘,18-30K,3-5年,本科,博纳德,/gongsi/59640204404693df1n1z2t6-EVU~.html,互联网,,500-999人,"['python', 'Python', 'RPA', 'Django \\ q']",
211,后端高级开发,/job_detail/4991d6b5faa735f51nJ-2du1EldU.html,广州·天河区·珠江新城,12-24K,3-5年,本科,广州广爱,/gongsi/2a37518a1bad1c301nZ-3di8F1Q~.html,4S店/后市场,未融资,500-999人,"['java', 'MySQL', '模拟登陆', '微服务架构', 'SpringCloud', 'java爬虫', 'C#爬虫', 'RPA']",通讯补贴，五险一金，补充医疗保险，节日福利，餐补，年终奖，交通补助，带薪年假，定期体检
212,ETL工程师,/job_detail/438bf20ed0b0691b1XZ42dW5EVJW.html,广州·天河区·珠江新城,15-30K,3-5年,本科,医旭云,/gongsi/42bf446370581fc71nd-09W_FlI~.html,医疗健康,未融资,20-99人,"['Java', 'Python']",定期体检，全额社保，项目奖金，午餐，全额公积金，节日福利，带薪年假，零食下午茶，年终奖
213,数据采集专员,/job_detail/934d271b8312fd111nx93t2_F1tR.html,广州·天河区·棠下,10-15K,3-5年,本科,广东海腾科技有限公司,/gongsi/622b8e55ee67b1a91nxz3ty_GVo~.html,互联网,未融资,100-499人,"['PHP', '网络爬虫技术', '网络协议', 'MySQL', 'SQL Server', '数据挖掘']",五险一金，带薪年假，节日福利，零食下午茶，生日福利
214,【中职通】Python,/job_detail/1b744d918cf6f3671n1_2N27GFpR.html,广州·天河区·车陂,11-15K,1年以内,大专,中职通教育,/gongsi/ec5c7566d6d522c033V53Nm8EA~~.html,在线教育,未融资,500-999人,"['SQL', '网络爬虫技术', 'Redis', 'NoSQL', 'MongoDB', 'Django', 'GIT']",带薪年假，年终奖，五险一金，生日福利，员工旅游，节日福利，零食下午茶
215,爬虫工程师,/job_detail/cde06744b34c50f01nFy29u_EVVW.html,广州·天河区·猎德,20-28K·14薪,1-3年,本科,数说故事,/gongsi/2da27d046163a2b803N90t67.html,互联网,C轮,500-999人,"['Java', '分布式技术', '网络爬虫技术', 'GIT']",定期体检，零食下午茶，年终奖，员工旅游，带薪年假，五险一金，节日福利
216,爬虫工程师,/job_detail/700065fcb677582833x729W1GFI~.html,广州·天河区·五山,9-13K,3-5年,大专,比地数据,/gongsi/9dc54143369694501HZ-2Ni5.html,数据服务,未融资,100-499人,"['网络爬虫技术', 'Java', '分布式技术']",员工旅游，节日福利，定期体检，五险一金，年终奖，带薪年假，零食下午茶
217,Java爬虫工程师,/job_detail/398bd14958903d271Xx73Nq-E1Q~.html,广州·海珠区·琶洲,5-10K,1-3年,本科,超级课程表,/gongsi/caa1d9ba400fe4871XZ42N61.html,移动互联网,B轮,20-99人,"['网络爬虫', 'Httpclient']",带薪年假，员工旅游，交通补助，定期体检，年终奖，节日福利，全勤奖，五险一金，零食下午茶
218,爬虫工程师（python方向）,/job_detail/56a47b6e362240273nJ72921FFc~.html,广州,12-18K,1-3年,本科,头文科技,/gongsi/deba5da024a62a731nF729S-Fg~~.html,互联网,A轮,100-499人,"['Python', '爬虫工程师', 'scrapy', 'js逆向', 'app逆向', '网络爬虫技术', '大数据']",带薪年假，股票期权，全勤奖，节日福利，零食下午茶
219,爬虫实习生,/job_detail/74f9afa986a711851H1y39y6GFc~.html,广州·天河区·冼村,3-4K,经验不限,本科,静瞳海外投资,/gongsi/ead988e94bf828081XJ43NS5GA~~.html,其他专业服务,未融资,20-99人,"['数据分析', 'Python', '数据处理']",
220,数据采集（爬虫）,/job_detail/83f63309e20cb0671XV90ty8E1RS.html,广州·番禺区·大学城,15-30K·14薪,3-5年,本科,探迹,/gongsi/8dda792e8b6182601HR72dq5.html,互联网,B轮,1000-9999人,"['Python', '网络爬虫技术', '分布式技术', 'MongoDB', 'Java', '数据爬取', 'JS反爬', '逆向开发']",股票期权，通讯补贴，定期团建，带薪年假，节日福利，补充医疗保险，零食下午茶，加班补助，定期体检，餐补，五险一金，年终奖，员工旅游，全勤奖
221,资深爬虫工程师,/job_detail/33e121ea273ae4791XR53tS8E1tU.html,广州·天河区·小新塘,16-28K·13薪,3-5年,本科,数源智汇,/gongsi/ec9315b998a5b1661n1y0tq8EFA~.html,计算机软件,A轮,100-499人,"['Java', 'GIT']",节日福利，股票期权，带薪年假，年终奖，商业保险，员工旅游，五险一金
222,爬虫工程师（双休+朝九晚六+地铁周边）,/job_detail/725430cebe3171a41XV-2N25FFBW.html,广州·天河区·燕岭,13-18K,3-5年,大专,万晟,/gongsi/31911c880fc141a91nZ60tm1EVE~.html,咨询,未融资,20-99人,"['Python', '网络爬虫技术', '分布式技术', 'Scrapy', '反爬策略和实战', '爬虫工程师']",全勤奖，住房补贴，五险，带薪年假，交通补助，零食下午茶，节日福利，通讯补贴，餐补，定期体检，年终奖，员工旅游
223,Python开发工程师,/job_detail/256f4e4c9796a49e1XVy3dy_FFpV.html,广州·天河区·龙口,12-19K,3-5年,本科,蓝高信息,/gongsi/4d4c29633d9bfaf11n1z3tq4FVc~.html,互联网,,0-20人,"['SQL', '网络爬虫技术', '数据结构', 'Scrapy', 'Django', 'MySQL']",
224,内容运营专家,/job_detail/901c24fee147b9aa1XR_2tS5FlBV.html,广州,15-30K·16薪,3-5年,本科,BIGO,/gongsi/d1539fda413000a10XB-0tW6.html,移动互联网,已上市,1000-9999人,['内容运营'],股票期权，补充医疗保险，带薪年假，年终奖，住房补贴，全勤奖，五险一金，定期体检
225,数据爬取工程师,/job_detail/dd5b1e49595af24b1XV53Ny4GFVQ.html,广州·白云区·黄边,15-22K·13薪,5-10年,本科,本圆,/gongsi/5ec66b69de9ef7301n1-2dW4FVo~.html,电子商务,不需要融资,100-499人,"['Python', 'Charles']",带薪年假，加班补助，五险一金，定期体检，员工旅游，零食下午茶，年终奖，节日福利
226,量化开发工程师,/job_detail/1ef80d1c3eac0d0e1nN43ti-F1ZV.html,广州·黄埔区·科学城,13-25K·13薪,3-5年,大专,好推网络,/gongsi/700a5ca25c0ac1380nB60tq1.html,游戏,天使轮,20-99人,"['网络爬虫技术', 'Linux', 'Django', 'Flask', 'Framework']",零食下午茶，员工旅游，定期体检，五险一金，全勤奖，年终奖，带薪年假，节日福利，包吃
227,golang后端开发工程师,/job_detail/4cb16b58158fa3d51XZ53t-9FVNS.html,广州·天河区·车陂,10-15K,经验不限,本科,池骋网络,/gongsi/afe965c9e3bee0c81nJy2d26EQ~~.html,游戏,未融资,20-99人,"['Python', 'Unix', 'Linux']",定期体检，零食下午茶，五险一金
228,python开发工程师（安全开发方向）,/job_detail/8a454fb0ae63fc4b1XZ62ty-EVNV.html,广州·天河区·小新塘,11-20K·13薪,1-3年,大专,锦行科技,/gongsi/f46bcc346d8bf9b51nJ42dy0Ew~~.html,信息安全,B轮,100-499人,"['Python', '后端开发', 'NoSQL', 'Redis', '前端开发']",股票期权，餐补，员工旅游，带薪年假，五险一金，零食下午茶，加班补助，定期体检，节日福利，全勤奖，年终奖
229,网易游戏安全工程师,/job_detail/0e247644d70a676b1XVy3dS_F1JR.html,广州·天河区·小新塘,12-20K·13薪,1-3年中专/,中技,网易游戏,/gongsi/378e32b74df25c2c1XRy2N2_FFA~.html,游戏,已上市,10000人以上,"['逆向分析', 'Python', '游戏逆向', 'C语言']",员工旅游，带薪年假，股票期权，交通补助，节日福利，补充医疗保险，免费班车，餐补，五险一金，定期体检，包吃，年终奖
230,业务风控产品经理,/job_detail/f6f06edb6c31e5601XV839W0GFBV.html,广州·海珠区·琶洲,40-70K·14薪,3-5年,本科,唯品会,/gongsi/b72f700dda59df7b33B90tU~.html,互联网,已上市,10000人以上,"['风控产品', '需求分析', '产品设计', '项目管理', '风控解决方案', '模型', '策略']",免费班车，节日福利，交通补助，通讯补贴，零食下午茶，全勤奖，五险一金，定期体检，员工旅游，带薪年假，补充医疗保险，包吃，年终奖，住房补贴，股票期权
231,数据分析实习生（python方向）,/job_detail/2e7acb8f94c0310b1nd43t--FFRT.html,广州·海珠区·东晓,60-100元/天,3天/周6个月学历,不限,广州准星,/gongsi/e589f8624be64e6a1nZ80tu-EQ~~.html,广告营销,未融资,20-99人,['网络爬虫技术'],带薪年假，员工旅游，五险一金，节日福利，零食下午茶
232,Python开发工程师,/job_detail/26f3c189b69a00531XV539m0EFRT.html,广州,12-24K·14薪,经验不限学历,不限,多益网络,/gongsi/0aed2b8296e46d411HB509U~.html,互联网,不需要融资,1000-9999人,"['网络爬虫技术', '分布式技术', '架构师', 'NoSQL', 'MySQL', 'Redis', 'MongoDB']",全勤奖，年终奖，五险一金
233,开发主管,/job_detail/41917954be324c2a1Xd43d65FVQ~.html,广州·天河区·沙东,11-19K,经验不限,本科,东域科技,/gongsi/ae9e4a001a6197db33Vz2dm-.html,互联网,天使轮,20-99人,"['PHP', '系统架构', 'Linux']",股票期权
234,高级爬虫工程师,/job_detail/d471d0259446bc6e0XBy09W8EVM~.html,广州·天河区·猎德,25-40K,5-10年,本科,数说故事,/gongsi/2da27d046163a2b803N90t67.html,互联网,C轮,500-999人,"['Java', 'HTML', 'Shell', '分布式技术', '网络爬虫技术', 'IOS', 'GIT', 'SVN']",员工旅游，零食下午茶，五险一金，年终奖，带薪年假，定期体检，节日福利
235,爬虫工程师（python方向）,/job_detail/5cfd4e2a08e395f81nF53tm7EVJU.html,广州·番禺区·南村,10-15K,3-5年,本科,头文科技,/gongsi/deba5da024a62a731nF729S-Fg~~.html,互联网,A轮,100-499人,"['网络爬虫技术', '搜索引擎技术', 'Scrapy', '架构师']",全勤奖，股票期权，带薪年假，节日福利，零食下午茶
236,爬虫/数据实习生,/job_detail/7e044f98e5a6862f03J53Nu6EFU~.html,广州·天河区·冼村,100-150元/天,4天/周3个月,本科,静瞳海外投资,/gongsi/ead988e94bf828081XJ43NS5GA~~.html,其他专业服务,未融资,20-99人,"['Python', '文本挖掘']",
237,数据采集（爬虫）,/job_detail/e353537576fb84001nx_2ty-E1RW.html,广州,11-20K·14薪,1-3年,本科,探迹,/gongsi/8dda792e8b6182601HR72dq5.html,互联网,B轮,1000-9999人,"['Python', '网络爬虫技术', 'MongoDB', '反爬', '逆向']",五险一金，补充医疗保险，通讯补贴，全勤奖，定期体检，年终奖，零食下午茶，带薪年假，节日福利，加班补助，员工旅游，餐补，定期团建，股票期权
238,JAVA开发工程师,/job_detail/100a1a86bed7b1121nJ929S8F1JW.html,广州·海珠区·琶洲,5-10K·13薪,1-3年,本科,超级课程表,/gongsi/caa1d9ba400fe4871XZ42N61.html,移动互联网,B轮,20-99人,"['分布式技术', '多线程', '数据结构', '架构师', '爬虫', '数据采集']",交通补助，全勤奖，员工旅游，五险一金，年终奖，定期体检，节日福利，零食下午茶，带薪年假
239,Python开发工程师,/job_detail/9cf53cf90df9fda11nxy3tS6FlVX.html,广州,11-20K·14薪,3-5年学历,不限,多益网络,/gongsi/0aed2b8296e46d411HB509U~.html,互联网,不需要融资,1000-9999人,"['Java', '数据结构', '游戏前端', 'python', '算法基础', '图形图像处理', '音视频开发']",年终奖，五险一金，全勤奖
240,电商数据分析师,/job_detail/04fbb1d78d1970241XZ539q4FVRU.html,广州·白云区·黄边,10-15K·13薪,1-3年,本科,本圆,/gongsi/5ec66b69de9ef7301n1-2dW4FVo~.html,电子商务,不需要融资,100-499人,"['电商', '数据采集', '数据分析', '数据处理', '销售预测']",加班补助，带薪年假，零食下午茶，五险一金，节日福利，年终奖，定期体检，员工旅游
241,风控产品经理,/job_detail/47f8a4bd22fcfe031XV92tS-F1tW.html,广州·海珠区·琶洲,25-30K,3-5年,本科,唯品会,/gongsi/b72f700dda59df7b33B90tU~.html,互联网,已上市,10000人以上,"['风控产品', '安全产品', '电商产品']",年终奖，员工旅游，定期体检，股票期权，住房补贴，免费班车，带薪年假，交通补助，通讯补贴，节日福利，五险一金，补充医疗保险，包吃，全勤奖，零食下午茶
242,爬虫工程师,/job_detail/80715352396fa7bb1XZ42di5FFRR.html,广州·天河区·小新塘,15-20K·13薪,3-5年,本科,数源智汇,/gongsi/ec9315b998a5b1661n1y0tq8EFA~.html,计算机软件,A轮,100-499人,"['Java', 'Python']",年终奖，商业保险，员工旅游，节日福利，五险一金，股票期权，带薪年假
243,高级爬虫工程师,/job_detail/f93487697ab50f7c1XR729y7FFFW.html,广州·天河区·猎德,20-35K,1-3年,本科,数说故事,/gongsi/2da27d046163a2b803N90t67.html,互联网,C轮,500-999人,"['Java', '网络爬虫技术', '分布式技术', '网络协议', 'Redis', 'Python', '数据挖掘', '数据分析']",带薪年假，定期体检，五险一金，节日福利，年终奖，员工旅游，零食下午茶
244,中高级python爬虫工程师,/job_detail/d29b12f239af63621nJ_29u7FlZQ.html,广州,18-35K·14薪,经验不限,本科,探迹,/gongsi/8dda792e8b6182601HR72dq5.html,互联网,B轮,1000-9999人,"['分布式技术', '网络爬虫技术', '容器技术', 'NoSQL', 'MongoDB', 'Django', 'Flask', 'Scrapy']",五险一金，定期团建，全勤奖，年终奖，零食下午茶，节日福利，股票期权，餐补，员工旅游，定期体检，加班补助，补充医疗保险，通讯补贴，带薪年假
245,python开发工程师,/job_detail/11dc0b6ae5a237a41XV82d2_EFRY.html,广州·越秀区·东风东,12-23K,3-5年,本科,众成大数据,/gongsi/57bbf79ef647fa591nN93Ni5FVo~.html,互联网,A轮,100-499人,"['Java', 'SQL', 'MySQL']",五险一金，节日福利，股票期权，餐补，员工旅游，年终奖，零食下午茶，加班补助，带薪年假
246,Python开发工程师,/job_detail/ef32307e926972a71XV82dW1F1ZW.html,广州·黄埔区·中心城,12-24K,经验不限学历,不限,多益网络,/gongsi/0aed2b8296e46d411HB509U~.html,互联网,不需要融资,1000-9999人,"['Java', 'MVC开发', '分布式技术', '多进程', '网络编程', '多线程', '架构师', 'Unix']",全勤奖，五险一金，年终奖
247,高级爬虫工程师,/job_detail/063deedca423cc2a33Z-2Nm4EVA~.html,广州·越秀区·五羊新城,15-20K·13薪,3-5年,本科,数说故事,/gongsi/2da27d046163a2b803N90t67.html,互联网,C轮,500-999人,['网络爬虫技术'],五险一金，节日福利，零食下午茶，年终奖，定期体检，带薪年假，员工旅游
248,中高级Python爬虫工程师,/job_detail/a78ad582ba99b2dd1nJy2d67ElZY.html,广州,15-30K·14薪,5-10年,本科,探迹,/gongsi/8dda792e8b6182601HR72dq5.html,互联网,B轮,1000-9999人,"['网络爬虫技术', '逆向', '反爬', '爬虫架构设计', 'Python']",补充医疗保险，员工旅游，全勤奖，带薪年假，年终奖，餐补，股票期权，节日福利，零食下午茶，加班补助，定期体检，通讯补贴，定期团建，五险一金
249,中高级Python开发工程师,/job_detail/f6147f1c90323f7c1XR439y1GFpY.html,广州·越秀区·东风东,15-23K,3-5年,本科,众成大数据,/gongsi/57bbf79ef647fa591nN93Ni5FVo~.html,互联网,A轮,100-499人,"['容器技术', '分布式技术', '消息队列', 'Django', 'Redis', 'MongoDB', 'Linux', 'MySQL']",节日福利，年终奖，零食下午茶，带薪年假，五险一金，员工旅游，加班补助，餐补，股票期权
250,Python开发工程师（社招）,/job_detail/a4aec3945687fca31n162d26E1NR.html,广州·黄埔区·中心城,12-22K·13薪,经验不限学历,不限,多益网络,/gongsi/0aed2b8296e46d411HB509U~.html,互联网,不需要融资,1000-9999人,"['网络爬虫技术', 'Python', 'web服务', '数据结构', 'Redis', 'MySQL', 'HTTP', 'Linux']",五险一金，全勤奖，年终奖
251,Python数据工程师,/job_detail/4931f197618f5a011XZ60ty-FVZQ.html,广州·番禺区·南村,10-15K,1-3年,本科,头文科技,/gongsi/deba5da024a62a731nF729S-Fg~~.html,互联网,A轮,100-499人,"['网络爬虫技术', '架构师', 'Scrapy', '微服务架构', '分布式技术', '逆向', '爬取', '多线程']",带薪年假，节日福利，零食下午茶，股票期权，全勤奖
252,Java后台开发工程师,/job_detail/69d751d6ce8646ec1nJ60t67EFNW.html,广州·海珠区·琶洲,15-25K·13薪,3-5年,本科,超级课程表,/gongsi/caa1d9ba400fe4871XZ42N61.html,移动互联网,B轮,20-99人,"['SQL', '多线程', '服务器配置', '网络协议', 'Spring', 'Hibernate', 'Struts', 'Oracle']",交通补助，定期体检，零食下午茶，全勤奖，带薪年假，员工旅游，节日福利，五险一金，年终奖
253,数据采集工程师（双休）,/job_detail/efee5fd14c2c794c1XV-2N24FFFV.html,广州·天河区·燕岭,13-18K,3-5年,大专,万晟,/gongsi/31911c880fc141a91nZ60tm1EVE~.html,咨询,未融资,20-99人,"['Python', 'Scrapy', '数据采集', '爬虫工程师', '反爬策略和实战']",通讯补贴，交通补助，带薪年假，五险，零食下午茶，年终奖，员工旅游，住房补贴，节日福利，定期体检，餐补，全勤奖
254,爬虫逆向工程师,/job_detail/51fb205c521d3d081nB939i9E1FR.html,广州·天河区·猎德,20-40K,3-5年,本科,数说故事,/gongsi/2da27d046163a2b803N90t67.html,互联网,C轮,500-999人,"['Python', 'Java', '网络爬虫技术', '分布式技术', 'Redis', 'MySQL', 'NoSQL', 'Charles']",零食下午茶，员工旅游，年终奖，定期体检，五险一金，节日福利，带薪年假
255,爬虫架构开发,/job_detail/ba239b0a570497c71nJ_2N25GFdU.html,广州,20-35K·14薪,3-5年,本科,探迹,/gongsi/8dda792e8b6182601HR72dq5.html,互联网,B轮,1000-9999人,"['分布式技术', '网络爬虫技术', '数据结构', '多线程', '网络编程', '多进程', 'Python']",加班补助，定期体检，节日福利，带薪年假，五险一金，全勤奖，年终奖，员工旅游，股票期权，定期团建，餐补，通讯补贴，补充医疗保险，零食下午茶
256,高级运维工程师（网络方向）,/job_detail/a160bf1608c8234e1nVz3NS0GFtZ.html,广州·黄埔区·中心城,12-24K·14薪,经验不限学历,不限,多益网络,/gongsi/0aed2b8296e46d411HB509U~.html,互联网,不需要融资,1000-9999人,"['Unix', 'Shell', '网络设备', '云计算']",年终奖，五险一金，全勤奖
